,course_id,dept,course_num,title
1513,55,ANTH,24320,Cultural Psychology.
1514,1227,MATH,16300,Honors Calculus III.
1515,957,HIST,23410,"Jewish Spaces and Places, Real and Imagined."
1516,889,YDDH,10100,Elementary Yiddish I.
1517,1740,BCSN,20100,Second-Year Bosnian/Croatian/Serbian I.
1518,407,CLCV,20800,Ancient Mediterranean World II.
1519,901,GLST,27703,Earthbound Metaphysics: Speculations on Earths and Heavens.
1520,917,HIST,15603,Ancient Empires II: The Ottoman Empire.
1521,504,CHDV,23301,"Culture, Mental Health, and Psychiatry."
1522,1472,TURK,20102,Intermediate Turkish II.
1523,1850,SOCI,20002,Social Structure and Change.
1524,1200,LING,28370,African Languages.
1525,693,JAPN,20700,Fourth-Year Modern Japanese III.
1526,1596,PSYC,29800,Honors Seminar.
1527,2034,TAPS,29000,Advanced Study: Lighting Design.
1528,2315,PHYS,23400,Quantum Mechanics I.
1529,1572,PSYC,20600,Social Psychology.
1530,510,CHDV,26000,Social Psychology.
1531,1899,MALA,10100,First-Year Malayalam I.
1532,576,CRES,24901,"Trade, Development, and Poverty in Mexico."
1533,1296,SLAV,22302,"Literatures of the Christian East: Late Antiquity, Byzantium, and Medieval Russia."
1534,2174,BIOS,23249,Animal Behavior.
1535,1330,MUSI,22901,Issues in Film Music.
1536,1560,PLSC,28901,Introduction to Comparative Politics.
1537,2230,BIOS,27810,Global Health Sciences I: Epidemiology and Population Health.
1538,364,HIST,10101,Introduction to African Civilization I.
1539,80,ANTH,27130,"America: Society, Polity, and Speech Community."
1540,1654,FREN,20601,Expression orale et phonétique.
1541,678,CHIN,21100,Accelerated Modern Chinese for Bilingual Speakers I.
1542,2065,ARTV,24402,Photography II.
1543,2281,PHSC,11000,Environmental History of the Earth.
1544,1417,HEBR,20502,Intermediate Modern Hebrew II.
1545,319,CMST,24607,Chinese Independent Documentary Film.
1546,388,NEHC,20004,Ancient Near Eastern Thought and Literature I: Mesopotamian Literature.
1547,13,ANTH,21254,Pirates.
1548,195,BPRO,24200,Psychoneuroimmunology: Links between the Nervous and Immune Systems.
1549,926,HIST,17300,"Science, Culture, and Society in Western Civilization I."
1550,1028,HIPS,23600,History and Theory of Human  Evolution.
1551,1620,RLST,25405,Milton.
1552,882,GRMN,29900,BA Paper.
1553,62,ANTH,25118,Earthbound Metaphysics: Speculations on Earths and Heavens.
1554,2164,BIOS,22247,Principles of Pharmacology.
1555,205,BPRO,25200,Body and Soul: Approaches to Prayer.
1556,946,HIST,21703,"Byzantine Empire, 1025 to 1453."
1557,760,FNDL,23107,Introduction to Ethics.
1558,1659,FREN,22100,L’historien antillais au 19e siècle: conquête d’une culture nationale.
1559,314,CMST,23930,Documentary Production I.
1560,443,GREK,11100,Accelerated Introduction to Attic Greek I.
1561,1149,LLSO,24011,The Political Nature of the American Judicial System.
1562,865,GRMN,10300,Elementary German for Beginners III.
1563,933,HIST,18201,The History of American Capitalism.
1564,502,CHDV,23220,The Politics and Psychology of Language.
1565,686,JAPN,20200,Intermediate Modern Japanese II.
1566,1749,CZEC,10103,First-Year Czech I.
1567,342,CMST,28801,Digital Imaging.
1568,1452,NEHC,29999,BA Paper Preparation.
1569,1482,PHIL,20210,Kant's Ethics.
1570,703,KORE,20402,Advanced Korean II.
1571,2162,BIOS,22233,Comparative Vertebrate Anatomy.
1572,1394,EGPT,10102,Introduction to Middle Egyptian Hieroglyphs II.
1573,1894,HIND,10200,First-Year Hindi II.
1574,1151,LLSO,25100,Human Rights I: Philosophical Foundations of Human Rights.
1575,219,BPRO,27600,Creation and Creativity.
1576,2248,BIOS,29326,Introduction to Medical Physics and Medical Imaging.
1577,1924,SALC,20509,Hindi Cinema: from Bombay to Bollywood.
1578,1979,STAT,24610,Pattern Recognition.
1579,1713,SPAN,20200,"Language, History, and Culture II."
1580,1132,LACS,29900,Preparation of the BA Essay.
1581,2095,BIOS,12115,Responses of Cardiopulmonary System to Stress.
1582,2309,PHYS,21103,Experimental Physics III.
1583,1191,LING,23920,The Language of Deception and Humor.
1584,1751,CZEC,20200,Second-Year Czech II.
1585,1760,POLI,20200,Second-Year Polish II.
1586,606,CMSC,10600,Fundamentals of Computer Programming II.
1587,126,ARTH,18606,Structuring China's Built Environment.
1588,1645,FREN,10003,Intensive Elementary French I.
1589,2155,BIOS,21409,Cytoskeleton Dynamics and Function.
1590,403,SALC,20100,Introduction to the Civilizations of South Asia I.
1591,2265,ENSC,23900,Environmental Chemistry.
1592,849,GEOS,24250,Geophysical Fluid Dynamics: Understanding the Motions of the Atmosphere and Oceans.
1593,294,FNDL,20502,Frank Lloyd Wright in Chicago and Beyond.
1594,752,PSYC,23200,Introduction to Language Development.
1595,1871,SOCI,20230,Race and Ethnicity in Comparative Perspective.
1596,1536,PLSC,23100,Democracy and the Information Technology Revolution.
1597,1145,LLSO,28233,Machiavelli's Political Thought.
1598,2,ANTH,20003,Discovering Anthropology: Reading Race.
1599,1684,ITAL,20300,"Language, History, and Culture III."
1600,793,GNSE,21001,Cultural Psychology.
1601,162,PHSC,12600,"Matter, Energy, Space, and Time."
1602,2175,BIOS,23252,Field Ecology.
1603,972,HIST,25416,History of Technology in America.
1604,42,ANTH,23102,Introduction to Latin American Civilization II.
1605,938,HIST,18902,"Chicago Social Movements, 1954 to 2014."
1606,326,CMST,26405,D. W. Griffith.
1607,1626,RLST,27111,Psychology and Religion: Two Problem Children of Modernity.
1608,1274,ENGL,11501,Chaucer and the Literary Voice.
1609,92,ANTH,28300,Comparative Primate Morphology.
1610,288,ECON,26600,Economics of Urban Policies.
1611,1763,POLI,20203,Second-Year Polish II.
1612,159,ASTR,28200,Current Topics in Astrophysics.
1613,1383,ARAB,29001,Arabic through Film.
1614,458,GREK,23900,Ancient Greek Hymns.
1615,310,CMST,14507,Margins of the Medium: Text/Image.
1616,2308,PHYS,21102,Experimental Physics II.
1617,2051,ARTV,22500,Digital Imaging.
1618,2080,BIOS,10130,Core Biology.
1619,1026,HIPS,23000,The Organization of Knowledge.
1620,764,FNDL,25910,Racine.
1621,1584,PSYC,24000,Systems Neuroscience.
1622,1869,SOCI,20207,Social and Cultural Organization of Non-Human Animals.
1623,2209,BIOS,25216,Molecular Basis of Bacterial Diseases.
1624,1522,PLSC,21007,The U.S. Presidency.
1625,828,GEOS,13300,The Atmosphere.
1626,1771,POLI,29900,BA Paper.
1627,1475,NCDV,29800,Reading Course.
1628,2212,BIOS,25228,Endocrinology III: Human Disease.
1629,1811,SOSC,11300,"Power, Identity, and Resistance III."
1630,2193,BIOS,24205,Systems Neuroscience.
1631,254,CHEM,29600,Research in Chemistry.
1632,367,HIST,13002,History of European Civilization II.
1633,2246,BIOS,29323,Health Care and the Limits of State Action.
1634,1551,PLSC,27600,War and the Nation State.
1635,2238,BIOS,29270,A History of Cell and Molecular Biology.
1636,2256,BIOS,00295,Undergraduate Honors Research.
1637,1182,LING,.  Ad,ced Syntax.
1638,109,ARTH,15707,American Art since the Great War.
1639,445,GREK,11300,Accelerated Introduction to Attic Greek III.
1640,1566,PLSC,29900,BA Thesis Supervision.
1641,1021,HIPS,22000,Introduction to the Philosophy of Science.
1642,1708,SPAN,10006,Intensive Elementary Spanish II.
1643,1746,CZEC,10100,First-Year Czech I.
1644,1192,LING,24015,Modality.
1645,771,FNDL,23915,Plato's Republic.
1646,951,HIST,22607,Sovereignty in Early Modern Eurasia.
1647,1804,REES,29013,The Burden of History: The Nation and Its Lost Paradise.
1648,229,CHEM,00221,Collaborative Learning in Organic Chemistry II.
1649,2251,BIOS,00206,Readings: Biology.
1650,1686,ITAL,22000,Dante's Divine Comedy 2: Purgatorio and Vita Nova.
1651,822,GEOG,29400,Readings in Nature and Culture.
1652,1895,HIND,10300,First-Year Hindi III.
1653,280,CHEM,36900,Materials Chemistry.
1654,416,CLCV,23315,"History of Skepticism, Pre-Socratic Greece to Enlightenment."
1655,2029,TAPS,28500,Advanced Study: Acting.
1656,2178,BIOS,23261,Invertebrate Paleobiology and Evolution.
1657,1844,SOSC,29700,Independent Study in the Social Sciences.
1658,2130,BIOS,20191,Integrative Physiology.
1659,1570,PSYC,20300,Biological Psychology.
1660,1520,PLSC,20917,Conservative Political Thought.
1661,37,ANTH,22715,"Weber, Bakhtin, Benjamin."
1662,1157,LLSO,26802,Public Opinion.
1663,1431,NEAA,20122,Mesopotamian Archaeology II.
1664,186,BPRO,23400,Is Development Sustainable?
1665,697,KORE,10200,Introduction to the Korean Language II.
1666,1089,HUMA,20712,At the Piano III: Keyboard Studies for Non-Music Majors.
1667,2061,ARTV,24201,Collage.
1668,462,GREK,27100,Origen of Alexandria.
1669,2161,BIOS,22226,Human Developmental Biology.
1670,2122,BIOS,20172,Mathematical Modeling for Pre-Med Students.
1671,1189,LING,22870,Computational Semantics.
1672,2179,BIOS,23262,Mammalian Evolutionary Biology.
1673,176,BPRO,29660,History Colloquium: Digital Humanities/Digital History.
1674,250,CHEM,26200,Thermodynamics.
1675,1727,SPAN,23300,Las diagonales de Rafael en La Galatea y Miau.
1676,2207,BIOS,25129,Animal Models of Neuropsychiatric Disorders.
1677,1128,LACS,24513,Intermediate Haitian Kreyol II.
1678,2313,PHYS,22700,Intermediate Electricity and Magnetism II.
1679,1935,SALC,27904,"Wives, Widows, Prostitutes: Indian Lit & the Women's Question."
1680,652,CMSC,29700,Reading and Research in Computer Science.
1681,1072,HUMA,12500,Human Being and Citizen III.
1682,275,CHEM,36200,Quantum Mechanics.
1683,1647,FREN,10100,Beginning Elementary French I.
1684,466,LATN,10300,Introduction to Classical Latin III.
1685,1594,PSYC,29200,Undergraduate Reading in Psychology.
1686,1773,RUSS,10200,First-Year Russian II.
1687,1159,LLSO,27101,Democracy and the Information Technology Revolution.
1688,395,NEHC,20417,"Semitic Languages, Cultures, and Civilizations II."
1689,417,CLCV,23608,Aristophanes' Athens.
1690,2140,BIOS,21207,Cell Biology.
1691,1356,MUSI,27100,Topics in the History of Western Music.
1692,160,ASTR,29700,Participation in Research.
1693,1627,RLST,27411,Introduction to Hinduism.
1694,1905,MARA,10100,First-Year Marathi I.
1695,776,FNDL,25300,Lolita.
1696,706,KORE,22200,Contemporary Korean Society and History through Fiction and Film.
1697,2171,BIOS,23233,Ecology and Evolution in the Southwest: Field School.
1698,1506,PHIL,27209,Soren Kierkegaard/Johannes Climacus: Concluding Unscientific Postscript.
1699,669,CHIN,20508,Readings in Literary Chinese I.
1700,744,EALC,29500,Senior Thesis Tutorial I.
1701,247,CHEM,23200,Honors Organic Chemistry III.
1702,112,ARTH,16100,Art of the East: China.
1703,615,CMSC,15400,Introduction to Computer Systems.
1704,1148,LLSO,23100,Environmental Law.
1705,1346,MUSI,25300,Analysis of Twentieth-Century Music.
1706,1236,MATH,20500,Analysis in Rn III.
1707,346,CMST,29700,Reading and Research Course.
1708,251,CHEM,26300,Chemical Kinetics and Dynamics.
1709,683,JAPN,10300,Elementary Modern Japanese III.
1710,2144,BIOS,21236,Genetics of Model Organisms.
1711,702,KORE,20401,Advanced Korean I.
1712,380,LACS,16100,Introduction to Latin American Civilization I.
1713,910,HIST,14203,Freshman Colloquium: Doing History Theories and Practices.
1714,101,ANTH,29900,Preparation of Bachelor's Essay.
1715,1672,FREN,29900,BA Paper Preparation: French.
1716,505,CHDV,23620,Medicine and Anthropology.
1717,399,NEHC,20503,Islamic History and Society III: The Modern Middle East.
1718,1518,PLSC,20915,"Race, Empire, and the Politics of Human Rights."
1719,1574,PSYC,20850,Introduction to Human Development.
1720,57,ANTH,24511,Anthropology of Museums I.
1721,1126,LACS,22503,Elementary Haitian Kreyol III.
1722,2323,PHYS,29700,Participation in Research.
1723,1671,FREN,29700,Readings in Special Topics.
1724,1940,SALC,29802,BA Paper.
1725,646,CMSC,27610,Digital Biology.
1726,2301,PHYS,14100,Honors Mechanics.
1727,1007,HIST,29662,History Colloquium: Gender & Sexuality in US History 1620–1920.
1728,1619,RLST,25105,Readings in Ibn Tufayl’s Hayy b. Yaqzan.
1729,677,CHIN,21000,Elementary Literary Chinese III.
1730,1969,STAT,22000,Statistical Methods and Applications.
1731,1701,PORT,20100,Intermediate Portuguese.
1732,501,CHDV,21901,"Language, Culture, and Thought."
1733,1669,FREN,27900,"Le Livre Antillais: Culture, Écriture, et Politique."
1734,246,CHEM,23100,Honors Organic Chemistry II.
1735,75,ANTH,26710,Ancient Landscapes I.
1736,978,HIST,26217,Public history & the Memory of Slavery in Brazil and the U.S.
1737,1304,MENG,25000,Introduction to the Design Process.
1738,1590,PSYC,25750,The Psychology and Neurobiology of Stress.
1739,2304,PHYS,15400,Modern Physics.
1740,1629,RLST,27615,Political Religions.
1741,868,GRMN,20100,Deutsche Märchen.
1742,1367,AANL,10101,Elementary Hittite I.
1743,2276,ENSC,29700,Reading and Research in Environmental Science.
1744,1958,TBTN,10300,First-Year Tibetan III.
1745,9,ANTH,21102,History and Theory of Human  Evolution.
1746,655,CHIN,10200,Elementary Modern Chinese II.
1747,2267,ENSC,24100,Ecology – Marine Biological Laboratory.
1748,1460,PERS,20102,Intermediate Persian II.
1749,1786,RUSS,21502,Advanced Russian through Media III.
1750,1974,STAT,23400,Statistical Models and Methods.
1751,1710,SPAN,10200,Beginning Elementary Spanish II.
1752,1083,HUMA,17100,Language and the Human II.
1753,1074,HUMA,13600,Introduction to the Humanities II.
1754,1253,MATH,26300,Introduction to Algebraic Topology.
1755,954,HIST,23302,"Europe, 1815 to 1914."
1756,315,CMST,23931,Documentary Production II.
1757,1561,PLSC,29000,Introduction to International Relations.
1758,115,ARTH,17121,The Art of Leonardo da Vinci.
1759,1992,TAPS,10300,Text and Performance.
1760,801,GNSE,23603,"Grace, Love, and Pleasure. Painting in Eighteenth Century France."
1761,1050,HIPS,28101,Psychoanalysis and Philosophy.
1762,1080,HUMA,16100,"Media Aesthetics: Image, Text, Sound II."
1763,799,GNSE,23103,"Women Possessed: Religion, Gender & Sexuality in Early America."
1764,8,ANTH,21015,"Media, Culture, and Society."
1765,2021,TAPS,28414,Writing for Performance.
1766,1065,HUMA,11600,Philosophical Perspectives II.
1767,1350,MUSI,25801,The Analysis of Song.
1768,1812,SOSC,12100,"Self, Culture, and Society I."
1769,1712,SPAN,20100,"Language, History, and Culture I."
1770,916,HIST,15602,Ancient Empires I.
1771,1141,LLSO,24711,"Lincoln: Slavery, War, and the Constitution."
1772,355,EALC,15400,Introduction to the Civilizations of East Asia IV.
1773,1799,REES,27020,Postdependency in Contemporary Polish Prose and Discourse.
1774,404,SALC,20200,Introduction to the Civilizations of South Asia II.
1775,1474,NCDV,29700,Reading Course.
1776,759,FNDL,22001,Foucault and The History of Sexuality.
1777,1388,ARME,10102,Elementary Modern Armenian II.
1778,1643,CATA,22515,Catalan Culture from Without and Within.
1779,895,YDDH,29700,Reading and Research Course in Yiddish.
1780,1081,HUMA,16200,"Media Aesthetics: Image, Text, Sound III."
1781,1335,MUSI,23514,Chanson française.
1782,1546,PLSC,26800,"Insurgency, Terrorism, and Civil War."
1783,238,CHEM,12300,Honors General Chemistry III.
1784,1890,BANG,20100,Second-Year Bangla (Bengali) I.
1785,969,HIST,25208,Motion Pictures in the Human Sciences.
1786,1597,RLST,10100,Introduction to Religious Studies.
1787,1347,MUSI,25514,Chamber Music.
1788,324,CMST,25531,Framing the I: Autobiography and Film.
1789,1354,MUSI,26800,Sixteenth-Century Counterpoint.
1790,2284,PHSC,11300,Everyday Physics.
1791,1352,MUSI,26300,Introduction to Computer Music.
1792,947,HIST,22110,Renaissance Demonology.
1793,1517,PLSC,20914,Geoeconomic Governance.
1794,968,HIST,25110,Philosophy of History: Narrative and Explanation.
1795,1633,RLST,28502,Interpretations of Myth.
1796,1336,MUSI,23611,African American Gospel Music.
1797,253,CHEM,26800,Computational Chemistry and Biology.
1798,442,GREK,10300,Introduction to Attic Greek III: Prose.
1799,878,GRMN,26316,Waiting.
1800,657,CHIN,11100,First-Year Chinese for Bilingual Speakers I.
1801,1408,HEBR,10502,Introductory Modern Hebrew II.
1802,194,BPRO,24160,Love and Tragedy in Tolstoy’s Anna Karenina.
1803,456,GREK,22400,Greek Comedy: Aristophanes.
1804,1962,URDU,10100,First-Year Urdu I.
1805,600,BIOS,24408,Modeling and Signal Analysis for Neuroscientists.
1806,753,SOCI,20004,Statistical Methods of Research.
1807,2163,BIOS,22236,Reproductive Biology of Primates.
1808,664,CHIN,20402,Advanced Modern Chinese II.
1809,453,GREK,21800,Greek Epic.
1810,1248,MATH,25600,Basic Algebra III.
1811,2124,BIOS,20175,Biochemistry and Metabolism.
1812,1010,HIST,29802,BA Thesis Seminar II.
1813,2202,BIOS,24248,Biological Clocks and Behavior.
1814,640,CMSC,25050,Computer Vision.
1815,1287,HIST,25701,"North Africa, Late Antiquity to Islam."
1816,1889,BANG,10300,First-Year Bangla (Bengali) III.
1817,2213,BIOS,25256,Immunobiology.
1818,1166,LLSO,28100,Law and Society.
1819,2026,TAPS,28448,Introduction to Sculpture.
1820,331,CMST,27241,Contemporary Film Theory II: Spectatorship and Its Discontents.
1821,248,CHEM,23300,Organic Chemistry of Life Processes.
1822,329,CMST,27206,Movement.
1823,2262,ENSC,23800,Global Biogeochemical Cycles.
1824,1210,SWAH,25200,Swahili I.
1825,2283,PHSC,11200,Modern Physics II:  Paradoxes in Modern Physics.
1826,1884,SOCI,29997,Readings in Sociology.
1827,1777,RUSS,20300,Second-Year Russian III.
1828,2132,BIOS,20197,Evolution and Ecology.
1829,2294,PHSC,18300,Searching Between the Stars.
1830,1351,MUSI,26100,Introduction to Composition.
1831,1481,PHIL,20208,Film Aesthetics.
1832,746,EALC,29903,"Knowledge, Culture, and Subjectivity since Early Modern Japan."
1833,1501,PHIL,24010,Meaning and Reference.
1834,345,CMST,29002,Motion Pictures in the Human Sciences.
1835,357,GNSE,15003,Gender and Sexuality in World Civilizations II.
1836,308,CMST,14503,Cinema in Theory and Practice.
1837,690,JAPN,20403,Advanced Modern Japanese III.
1838,154,ASTR,18200,The Origin and Evolution of the Universe.
1839,1918,SANS,10200,First-Year Sanskrit II.
1840,1401,EGPT,20210,Introduction to Late Egyptian.
1841,1662,FREN,24610,Introduction au théâtre français.
1842,270,CHEM,33100,New Synthetic Reactions and Catalysts.
1843,6,ANTH,20701,Introduction to African Civilization I.
1844,1778,RUSS,20702,Third-Year Russian through Culture I.
1845,688,JAPN,20401,Advanced Modern Japanese I.
1846,841,GEOS,23205,Introductory Glaciology.
1847,1615,RLST,23900,Buddhist Thought in India and Tibet.
1848,1311,MENG,26202,Thermodynamics and Statistical Mechanics II.
1849,2137,BIOS,20242,Principles of Physiology.
1850,1313,MENG,27200,Quantum Materials.
1851,1722,SPAN,21500,Introducción al análisis literario.
1852,1909,MARA,20200,Second-Year Marathi II.
1853,2187,BIOS,23406,Biogeography.
1854,209,BPRO,26102,War.
1855,1405,HEBR,10102,Elementary Classical Hebrew II.
1856,717,EALC,24220,Reinventing the Chinese Stage in the Twentieth Century.
1857,681,JAPN,10100,Elementary Modern Japanese I.
1858,1037,HIPS,25110,Philosophy of History: Narrative and Explanation.
1859,1606,RLST,20485,Jews in Graeco Roman Egypt.
1860,1358,MUSI,27300,Topics in the History of Western Music.
1861,1337,MUSI,23614,American Musics.
1862,630,CMSC,23300,Networks and Distributed Systems.
1863,174,BPRO,28600,Health Care and the Limits of State Action.
1864,1986,STAT,27850,"Multiple Testing, Modern Inference, and Replicability."
1865,1018,HIPS,21200,Big Science and the Birth of the National Security State.
1866,2239,BIOS,29279,Topics in Global Health.
1867,1030,HIPS,23900,Biological and Cultural Evolution.
1868,788,GNSE,10310,Theories of Gender and Sexuality.
1869,144,ARTH,27202,The Politics of Provenance.
1870,1881,SOCI,28068,Opposing the State.
1871,99,ANTH,29500,Archaeology Laboratory Practicum.
1872,521,CMLT,20225,Multilingualism and Translation in Modern Jewish Literature.
1873,2306,PHYS,19700,Statistical and Thermal Physics.
1874,133,ARTH,24812,Museums and Art.
1875,2288,PHSC,12500,Molecular Mechanisms of Human Disease.
1876,1970,STAT,22200,Linear Models and Experimental Design.
1877,1413,HEBR,20104,Intermediate Classical Hebrew I.
1878,2007,TAPS,24000,Director/Designer Collaboration.
1879,1601,RLST,20222,"Writing the Jewish Body: Health, Disease, Literature."
1880,755,FNDL,20700,"Aquinas on God, Being, and Human Nature."
1881,1717,SPAN,20500,Composición y conversación avanzada II.
1882,1688,ITAL,23710,Sulla sopravvivenza.
1883,1325,MUSI,15200,Harmony and Voice Leading.
1884,1622,RLST,26200,Reading Buddhist Scripture as Literature: The Lotus Sūtra.
1885,1767,POLI,20700,Third-Year Polish III.
1886,1694,ITAL,29900,BA Paper Preparation: Italian.
1887,549,CMLT,29302,"South Asian Aesthetics: Rasa to Rap, Kamasutra to Kant."
1888,352,EALC,10800,Introduction to the Civilizations of East Asia I.
1889,627,CMSC,23000,Operating Systems.
1890,303,SOCI,20215,Urban Health.
1891,1973,STAT,22700,Biostatistical Methods.
1892,1714,SPAN,20300,"Language, History, and Culture III."
1893,569,CRES,24255,"Everyday Maoism: Work, Daily Life, and Material Culture in Socialist China."
1894,1038,HIPS,25203,Media Ecology: Embodiment and Software.
1895,2280,PHSC,10900,Ice-Age Earth.
1896,134,ARTH,25105,Chichen Itza.
1897,2222,BIOS,25419,Infectious Disease Epidemiology; Networks and Modeling.
1898,538,CMLT,26400,Introduction to the Renaissance.
1899,2019,TAPS,28400,History and Theory of Drama I.
1900,122,ARTH,17700,19th Century French Art in the Art Institute.
1901,1817,SOSC,13300,Social Science Inquiry III.
1902,231,CHEM,10100,Introductory General Chemistry I.
1903,879,GRMN,26715,Anxiety.
1904,1540,PLSC,25703,Plato's Laws: On the Juridical and the Aesthetic.
1905,245,CHEM,23000,Honors Organic Chemistry I.
1906,2235,BIOS,02490,Biology and Sociology of AIDS.
1907,1398,EGPT,20101,Middle Egyptian Texts II.
1908,1921,SANS,20200,Second-Year Sanskrit II.
1909,854,GEOS,26650,Environmental Microbiology.
1910,1147,LLSO,22209,"Introduction to Black Chicago, 1893 to 2010."
1911,427,CLCV,25415,Text into Data:  Digital Philology.
1912,130,ARTH,23603,"Grace, Love, and Pleasure. Painting in Eighteenth Century France."
1913,1002,HIST,29657,"History Colloquium: Populism, War, and Development in Latin America, 1919 to 1950."
1914,1412,HEBR,20003,Punic Inscriptions.
1915,480,LATN,22200,Roman Satire.
1916,64,ANTH,25250,The Human Behind Human Rights.
1917,444,GREK,11200,Accelerated Introduction to Attic Greek II.
1918,1322,MUSI,10400,Introduction to Music: Analysis and Criticism.
1919,1939,SALC,29801,BA Paper.
1920,503,CHDV,23249,Animal Behavior.
1921,1793,REES,25600,Realism in Russia.
1922,1341,MUSI,23911,Jewish Music.
1923,729,EALC,25401,Confucius and Laozi.
1924,904,GLST,29801,BA Thesis Seminar II.
1925,2016,TAPS,27900,Shopcraft: Methods and Materials.
1926,845,GEOS,23900,Environmental Chemistry.
1927,1243,MATH,24100,Topics in Geometry.
1928,584,CRES,31800,Religious Movements in Native North America.
1929,1326,MUSI,15300,Harmony and Voice Leading.
1930,337,CMST,28200,Nonfiction Film: Representations and Performance.
1931,525,CMLT,21202,Decolonizing Drama and Performance in Africa.
1932,85,ANTH,27510,Language and Temporality: Ethnographies of Time.
1933,1609,RLST,21400,"Latin American Religions, New and Old."
1934,2194,BIOS,24206,Peering Inside the Black Box: Neocortex.
1935,360,HIPS,17402,"Science, Culture, and Society in Western Civilization II: History of Medicine 1."
1936,597,CRES,29900,Preparation for the BA Essay.
1937,1254,MATH,26700,Introduction to Representation Theory of Finite Groups.
1938,279,CHEM,36800,Advanced Computational Chemistry and Biology.
1939,863,GRMN,10100,Elementary German for Beginners I.
1940,2073,ARTV,27210,Intermediate/Advanced Painting.
1941,441,GREK,10200,Introduction to Attic Greek II.
1942,2098,BIOS,12118,The Descent of Man: Human Health across the Ages.
1943,1187,LING,21000,Morphology.
1944,1734,BCSN,10100,First-Year Bosnian/Croatian/Serbian I.
1945,694,JAPN,21200,Intermediate Modern Japanese through Japanimation I.
1946,266,CHEM,32400,Physical Organic Chemistry II.
1947,1462,SUMR,10101,Elementary Sumerian I.
1948,537,CMLT,26106,The Medieval Persian Romance: Gorgani's Vis and Ramin.
1949,1847,SOSC,34600,Anthropology of Museums II.
1950,682,JAPN,10200,Elementary Modern Japanese II.
1951,1353,MUSI,26400,Introduction to Computer Music.
1952,1160,LLSO,27200,Human Rights III: Contemporary Issues in Human Rights.
1953,948,HIST,22111,Mary and Mariology.
1954,1015,HIPS,20800,Evolutionary Processes.
1955,1604,RLST,20403,Islamic Thought and Literature III.
1956,309,CMST,14504,Film Comedy.
1957,850,GEOS,24705,"Energy: Science, Technology, and Human Usage."
1958,2203,BIOS,24249,Neurobiology of Seeing.
1959,401,NEHC,20602,Islamic Thought and Literature II.
1960,2274,ENSC,29002,Field Course in Modern and Ancient Environments.
1961,964,HIST,24509,The Merchant in Chinese Culture.
1962,1954,TLGU,20200,Second-Year Telugu II.
1963,673,CHIN,20602,Fifth-Year Modern Chinese II.
1964,153,ASTR,18100,The Milky Way.
1965,2260,ENSC,13400,Global Warming: Understanding the Forecast.
1966,962,HIST,24209,Imagining Environment in East Asia.
1967,761,FNDL,24211,Lucretius and Marx.
1968,2227,BIOS,27713,Quantitative Environmental Analyses – Marine Biological Laboratory.
1969,179,BPRO,22300,Empire.
1970,2009,TAPS,25200,Neo-Futurists Performance Workshop.
1971,1206,MOGK,10300,Elementary Modern Greek III.
1972,1092,HUMA,25202,Media Ecology: Embodiment and Software.
1973,2259,ENSC,13300,The Atmosphere.
1974,397,NEHC,20501,Islamic History and Society I: The Rise of Islam and the Caliphate.
1975,1816,SOSC,13200,Social Science Inquiry II.
1976,1941,SALC,29900,Informal Reading Course.
1977,1441,NEHC,20507,"Byzantine Empire, 1025 to 1453."
1978,1562,PLSC,29202,The Secret Side of International Politics.
1979,1959,TBTN,20100,Second-Year Tibetan I.
1980,696,KORE,10100,Introduction to the Korean Language I.
1981,1848,SOSC,39000,Anthropology of Disability.
1982,1915,PALI,20200,Second-Year Pali II.
1983,1058,HIPS,29800,Junior Seminar: My Favorite Readings in the History and Philosophy of Science.
1984,1063,HUMA,11200,Readings in World Literature III.
1985,27,ANTH,22105,The Anthropology of Science.
1986,1312,MENG,27100,Biological Materials.
1987,313,CMST,23905,Creative Thesis Workshop.
1988,988,HIST,28406,Nineteenth-Century Segment of the United States History Survey.
1989,2253,BIOS,00290,Interdisciplinary Research Seminar I.
1990,2300,PHYS,13300,"Waves, Optics, and Heat."
1991,2086,BIOS,10603,Multiscale Modeling of Biological Systems II.
1992,218,BPRO,27500,The Origins and Consequences of Differences in Human Capabilities.
1993,816,GEOG,28201,Intro to Geographic Information Systems.
1994,433,CLCV,25715,The Immigrant in Classical Greek Thought.
1995,147,ARTH,28002,Islamic Art and Architecture of the Medieval Perso-Turkic Courts (11th–15th Centuries)
1996,1185,LING,20201,Introduction to Syntax.
1997,668,CHIN,20503,Fourth-Year Modern Chinese III.
1998,94,ANTH,28420,"Death, the Body, and the Ends of Life."
1999,252,CHEM,26700,Experimental Physical Chemistry.
2000,469,LATN,11300,Accelerated Introduction to Classical Latin III.
2001,593,CRES,27605,United States Legal History.
2002,287,CMST,21801,Chicago Film History.
2003,629,CMSC,23200,Introduction to Computer Security.
2004,1239,MATH,20900,Honors Analysis in Rn III.
2005,1776,RUSS,20200,Second-Year Russian II.
2006,212,BPRO,26400,Movies and Madness.
2007,1511,PHIL,29700,Reading Course: Philosophy.
2008,386,NEHC,20002,Ancient Near Eastern History and Society II: Mesopotamia.
2009,1967,URDU,20300,Second-Year Urdu III.
2010,1823,SOSC,15300,Classics of Social and Political Thought III.
2011,1056,HIPS,29615,Tutorial: The Social Sciences in Post-War America.
